route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_load_information,wheelchair_accessible,bikes_allowed
12,2025_08_11-DX-MVS-Weekday-003,1771500,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_08_11-DX-MVS-Weekday-003,1771560,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_08_11-DX-MVS-Weekday-003,1771501,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_08_11-DX-MVS-Weekday-003,1771561,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_08_11-DX-MVS-Weekday-003,1771502,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_08_11-DX-MVS-Weekday-003,1771562,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_08_11-DX-MVS-Weekday-003,1771503,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_08_11-DX-MVS-Weekday-003,1771563,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_08_11-DX-MVS-Weekday-003,1771504,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_08_11-DX-MVS-Weekday-003,1771564,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_08_11-DX-MVS-Weekday-003,1771505,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_08_11-DX-MVS-Weekday-003,1771565,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_08_11-DX-MVS-Weekday-003,1771506,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_08_11-DX-MVS-Weekday-003,1771566,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_08_11-DX-MVS-Weekday-003,1771507,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_08_11-DX-MVS-Weekday-003,1771567,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_08_11-DX-MVS-Weekday-003,1771508,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_08_11-DX-MVS-Weekday-003,1771568,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_08_11-DX-MVS-Weekday-003,1771509,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_08_11-DX-MVS-Weekday-003,1771569,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_08_11-DX-MVS-Weekday-003,1771510,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_08_11-DX-MVS-Weekday-003,1771570,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_08_11-DX-MVS-Weekday-003,1771511,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_08_11-DX-MVS-Weekday-003,1771571,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_08_11-DX-MVS-Weekday-003,1771512,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_08_11-DX-MVS-Weekday-003,1771572,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_08_11-DX-MVS-Weekday-003,1771513,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_08_11-DX-MVS-Weekday-003,1771573,"OAK Airport / SF / Daly City",1,,011A_shp,,0,0
12,2025_08_11-DX-MVS-Weekday-003,1771514,"SF / OAK Airport / Dublin/Pleasanton",0,,012A_shp,,0,0
11,2025_08_11-DX-MVS-Weekday-003,1771574,"Bay Fair",1,,011B_shp,,0,0
12,2025_08_11-DX-MVS-Weekday-003,1771515,"Dublin/Pleasanton",0,,012B_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736344,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736345,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736346,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736347,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736348,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736349,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736350,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736351,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736352,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736353,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736354,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736355,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736356,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736357,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736358,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736359,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736360,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736361,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736362,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736363,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736364,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736365,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736366,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736367,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736368,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736369,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736370,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736371,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736372,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736373,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736374,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736375,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736376,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736377,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736378,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736379,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736380,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736381,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736382,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736383,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736384,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736385,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736386,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736387,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736388,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736389,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736390,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736391,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736392,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736393,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736394,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736395,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736396,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736397,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736398,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736399,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736400,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736401,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736402,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736403,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736404,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736405,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736406,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736407,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736408,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736409,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736410,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736411,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736412,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736413,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736414,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736415,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736416,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736417,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736418,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736419,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736420,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736421,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736422,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736423,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736424,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736425,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736426,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736427,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736428,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736429,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736430,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736431,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736432,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736433,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736434,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736435,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736436,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736437,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736438,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736439,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736440,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736441,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736442,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736443,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736444,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736445,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736446,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736447,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736448,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736449,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736450,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736451,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736452,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736453,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736454,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736455,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736456,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736457,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736458,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736459,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736460,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736461,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736462,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736463,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736464,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736465,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736466,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736467,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736468,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736469,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736470,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736471,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736472,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736473,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736474,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736475,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736476,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736477,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736478,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736479,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736480,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736481,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736482,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736483,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736484,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736485,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736486,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736487,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736488,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736489,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736490,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736491,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736492,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736493,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736494,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736495,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736496,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736497,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736498,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736499,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736500,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736501,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736502,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736503,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736504,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736505,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736506,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736507,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736508,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736509,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736510,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736511,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736512,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736513,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736514,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736515,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736516,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736517,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736518,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736519,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736520,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736521,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736522,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736523,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736524,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736525,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736526,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736527,"Coliseum",0,,019_shp,,0,0
19,2025_08_11-DX19-Weekday-001,1736528,"Coliseum",0,,019_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736963,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736964,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736965,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736966,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736967,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736968,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736969,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736970,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736971,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736972,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736973,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736974,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736975,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736976,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736977,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736978,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736979,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736980,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736981,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736982,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736983,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736984,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736985,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736986,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736987,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736988,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736989,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736990,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736991,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736992,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736993,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736994,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736995,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736996,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736997,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736998,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1736999,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737000,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737001,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737002,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737003,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737004,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737005,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737006,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737007,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737008,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737009,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737010,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737011,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737012,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737013,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737014,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737015,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737016,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737017,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737018,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737019,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737020,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737021,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737022,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737023,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737024,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737025,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737026,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737027,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737028,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737029,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737030,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737031,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737032,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737033,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737034,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737035,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737036,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737037,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737038,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737039,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737040,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737041,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737042,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737043,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737044,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737045,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737046,"Oakland Airport",1,,020_shp,,0,0
20,2025_08_11-DX20-Weekday-001,1737047,"Oakland Airport",1,,020_shp,,0,0
